run_id,seed,epsilon,alpha,deletion_fraction,validity_status,deletion_manifest,dp_only_acc,retained_ft_acc,target_retrain_acc,target_retrain_median_acc,dp_only_mia_adv,retained_ft_mia_adv,target_retrain_mia_adv,ft_mub_acc,ft_mub_mia,classification,cached_recon_acc,cached_recon_mia_adv,cached_recon_mub_acc,cached_recon_mub_mia,federated_eraser_acc,federated_eraser_mia_adv,federated_eraser_mub_acc,federated_eraser_mub_mia,federated_eraser_storage_bytes,federated_eraser_runtime_s
cell_eps4_a1_del100pct_s20260901_91192d57,20260901,4.0000041561923405,1.0,1.0,INVALID,partitions\generated\deletion_7da128d9f9d59d50.csv,0.1274999976158142,0.11400000005960464,0.1014999970793724,0.1014999970793724,0.08499999999999999,0.075,0.10000000000000009,-0.0135,0.01,INCONCLUSIVE,0.125,0.08000000000000002,-0.0025,0.005,0.12549999356269836,0.08499999999999999,-0.002,0.0,100761856,6.129
cell_eps4_a1_del100pct_s20260902_73a9edc1,20260902,4.0000041561923405,1.0,1.0,INVALID,partitions\generated\deletion_7da128d9f9d59d50.csv,0.09350000321865082,0.11249999701976776,0.11349999904632568,0.11050000041723251,0.040000000000000036,0.015000000000000013,0.06000000000000005,0.019,-0.025,UNLEARNING-HARMFUL,0.08900000154972076,0.04999999999999999,-0.0045,0.01,0.08749999850988388,0.050000000000000044,-0.006,0.01,103910664,6.522
cell_eps4_a1_del100pct_s20260903_83ea15bb,20260903,4.0000041561923405,1.0,1.0,INVALID,partitions\generated\deletion_7da128d9f9d59d50.csv,0.10750000178813934,0.11649999767541885,0.08649999648332596,0.1080000028014183,0.04500000000000004,0.03,0.039999999999999994,0.009,-0.005,REDUNDANT,0.10350000113248825,0.08000000000000007,-0.004,-0.035,0.10350000113248825,0.09500000000000008,-0.004,-0.05,102215152,6.346
cell_eps4_a1_del25pct_s20260901_2dc9d922,20260901,4.0000041561923405,1.0,0.25,INVALID,partitions\generated\deletion_77ffd853a1877089.csv,0.1274999976158142,0.10700000077486038,0.10350000113248825,0.10350000113248825,0.15999999999999998,0.12,0.19999999999999996,-0.0205,-0.04,UNLEARNING-HARMFUL,,,,,,,,,,
cell_eps4_a1_del25pct_s20260902_1516eea9,20260902,4.0000041561923405,1.0,0.25,INVALID,partitions\generated\deletion_7f8a74713cc7b768.csv,0.09350000321865082,0.10849999636411667,0.11249999701976776,0.10899999737739563,0.08000000000000007,0.040000000000000036,0.04000000000000001,0.015,-0.04,UNLEARNING-HARMFUL,,,,,,,,,,
cell_eps4_a1_del25pct_s20260903_3df618ac,20260903,4.0000041561923405,1.0,0.25,INVALID,partitions\generated\deletion_d6c2df1df156ecd9.csv,0.10750000178813934,0.10599999874830246,0.08649999648332596,0.10899999737739563,0.12,0.07999999999999996,0.020000000000000004,-0.0015,0.04,UNLEARNING-BENEFICIAL,,,,,,,,,,
cell_eps8_a0.1_del100pct_s20260901_6983c613,20260901,7.999016632296954,0.1,1.0,INVALID,partitions\generated\deletion_7da128d9f9d59d50.csv,0.10899999737739563,0.12150000035762787,0.10000000149011612,0.10000000149011612,0.07500000000000004,0.07499999999999998,0.05833333333333335,0.0125,0.0,INCONCLUSIVE,0.13750000298023224,0.09166666666666667,0.0285,-0.01667,0.12449999898672104,0.08333333333333334,0.0155,-0.00833,100761856,6.442
cell_eps8_a0.1_del100pct_s20260902_7786a48e,20260902,7.999016632296954,0.1,1.0,INVALID,partitions\generated\deletion_7da128d9f9d59d50.csv,0.12150000035762787,0.10499999672174454,0.09200000017881393,0.09200000017881393,0.09090909090909094,0.04242424242424243,0.07878787878787885,-0.0165,-0.02424,UNLEARNING-HARMFUL,0.11900000274181366,0.12121212121212122,-0.0025,-0.0303,0.11999999731779099,0.08484848484848487,-0.0015,0.00606,103910664,6.274
cell_eps8_a0.1_del100pct_s20260903_6c116a63,20260903,7.999016632296954,0.1,1.0,INVALID,partitions\generated\deletion_7da128d9f9d59d50.csv,0.10450000315904617,0.10400000214576721,0.07100000232458115,0.09700000286102295,0.0944881889763779,0.04724409448818895,0.031496062992125984,-0.0005,0.04724,UNLEARNING-BENEFICIAL,0.09700000286102295,0.09448818897637801,-0.0075,-0.0,0.09700000286102295,0.07086614173228345,-0.0075,0.02362,102215152,6.644
cell_eps8_a0.1_del25pct_s20260901_a08b0f98,20260901,7.999016632296954,0.1,0.25,INVALID,partitions\generated\deletion_77ffd853a1877089.csv,0.10899999737739563,0.13500000536441803,0.09700000286102295,0.09700000286102295,0.1,0.12,0.16000000000000003,0.026,0.02,UNLEARNING-BENEFICIAL,,,,,,,,,,
cell_eps8_a0.1_del25pct_s20260902_bccb6ada,20260902,7.999016632296954,0.1,0.25,INVALID,partitions\generated\deletion_7f8a74713cc7b768.csv,0.12150000035762787,0.11299999803304672,0.1014999970793724,0.1014999970793724,0.07999999999999996,0.09999999999999998,0.14,-0.0085,0.02,UNLEARNING-BENEFICIAL,,,,,,,,,,
cell_eps8_a0.1_del25pct_s20260903_de2d92b2,20260903,7.999016632296954,0.1,0.25,INVALID,partitions\generated\deletion_d6c2df1df156ecd9.csv,0.10450000315904617,0.09600000083446503,0.0560000017285347,0.09650000184774399,0.14,0.02,0.12,-0.0085,-0.08,UNLEARNING-HARMFUL,,,,,,,,,,
cell_eps8_a0.3_del100pct_s20260901_7d8935f7,20260901,7.999016632296954,0.3,1.0,INVALID,partitions\generated\deletion_7da128d9f9d59d50.csv,0.10199999809265137,0.11949999630451202,0.0820000022649765,0.08250000327825546,0.07638888888888884,0.1111111111111111,0.11111111111111116,0.0175,-0.03472,UNLEARNING-HARMFUL,0.13449999690055847,0.09027777777777779,0.0325,-0.01389,0.10700000077486038,0.11111111111111116,0.005,-0.03472,100761856,6.613
cell_eps8_a0.3_del100pct_s20260902_014a7376,20260902,7.999016632296954,0.3,1.0,INVALID,partitions\generated\deletion_7da128d9f9d59d50.csv,0.09950000047683716,0.09700000286102295,0.10199999809265137,0.10199999809265137,0.06451612903225801,0.05913978494623656,0.06451612903225801,-0.0025,0.00538,INCONCLUSIVE,0.10199999809265137,0.05913978494623651,0.0025,0.00538,0.10949999839067459,0.053763440860215006,0.01,0.01075,103910664,6.269
cell_eps8_a0.3_del100pct_s20260903_20b210bf,20260903,7.999016632296954,0.3,1.0,INVALID,partitions\generated\deletion_7da128d9f9d59d50.csv,0.10499999672174454,0.12049999833106995,0.08399999886751175,0.09600000083446503,0.056338028169014065,0.04929577464788737,0.049295774647887314,0.0155,-0.00704,INCONCLUSIVE,0.10849999636411667,0.11971830985915494,0.0035,-0.03521,0.10450000315904617,0.07746478873239437,-0.0005,0.00704,102215152,6.579
cell_eps8_a0.3_del25pct_s20260901_cf46a6f7,20260901,7.999016632296954,0.3,0.25,INVALID,partitions\generated\deletion_77ffd853a1877089.csv,0.10199999809265137,0.12300000339746475,0.08799999952316284,0.08799999952316284,0.12,0.07999999999999996,0.19999999999999996,0.021,-0.04,UNLEARNING-BENEFICIAL,,,,,,,,,,
cell_eps8_a0.3_del25pct_s20260902_71d95b3d,20260902,7.999016632296954,0.3,0.25,INVALID,partitions\generated\deletion_7f8a74713cc7b768.csv,0.09950000047683716,0.10100000351667404,0.10199999809265137,0.10199999809265137,0.16000000000000003,0.040000000000000036,0.1,0.0015,0.04,UNLEARNING-BENEFICIAL,,,,,,,,,,
cell_eps8_a0.3_del25pct_s20260903_624eea8b,20260903,7.999016632296954,0.3,0.25,INVALID,partitions\generated\deletion_d6c2df1df156ecd9.csv,0.10499999672174454,0.1274999976158142,0.08799999952316284,0.09449999779462814,0.040000000000000036,0.040000000000000036,0.14,0.0225,0.0,UNLEARNING-BENEFICIAL,,,,,,,,,,
cell_eps8_a1_del100pct_s20260901_3192c2aa,20260901,7.999016632296954,1.0,1.0,INVALID,partitions\generated\deletion_7da128d9f9d59d50.csv,0.10849999636411667,0.12099999934434891,0.07800000160932541,0.10350000113248825,0.065,0.09000000000000002,0.07500000000000007,0.0125,0.005,INCONCLUSIVE,0.10899999737739563,0.095,0.0005,0.0,0.10899999737739563,0.05499999999999999,0.0005,-0.01,100761856,7.608
cell_eps8_a1_del100pct_s20260901_b7c1b0b9,20260901,8.000731141771828,1.0,1.0,INVALID,partitions\generated\deletion_7da128d9f9d59d50.csv,0.11150000244379044,0.11900000274181366,0.09749999642372131,0.11749999970197678,0.05500000000000005,0.05999999999999994,0.10499999999999998,0.0075,-0.005,REDUNDANT,0.0949999988079071,0.05500000000000005,-0.0165,0.0,0.10899999737739563,0.06500000000000006,-0.0025,-0.01,76055824,5.932
cell_eps8_a1_del100pct_s20260902_43f628d9,20260902,7.999016632296954,1.0,1.0,INVALID,partitions\generated\deletion_7da128d9f9d59d50.csv,0.09799999743700027,0.10999999940395355,0.08349999785423279,0.09300000220537186,0.07,0.020000000000000018,0.05499999999999999,0.012,0.02,INCONCLUSIVE,0.10100000351667404,0.04999999999999999,0.003,0.02,0.1080000028014183,0.07999999999999996,0.01,-0.01,103910664,8.387
cell_eps8_a1_del100pct_s20260903_e1696d39,20260903,7.999016632296954,1.0,1.0,INVALID,partitions\generated\deletion_7da128d9f9d59d50.csv,0.10350000113248825,0.11649999767541885,0.1340000033378601,0.11599999666213989,0.030000000000000027,0.03,0.015000000000000013,0.013,-0.0,INCONCLUSIVE,0.09749999642372131,0.05500000000000005,-0.006,0.025,0.09650000184774399,0.03500000000000003,-0.007,0.005,102215152,8.048
cell_eps8_a1_del25pct_s20260901_0fe2cda5,20260901,7.999016632296954,1.0,0.25,INVALID,partitions\generated\deletion_77ffd853a1877089.csv,0.10849999636411667,0.1120000034570694,0.07750000059604645,0.09300000220537186,0.18,0.07999999999999996,0.09999999999999998,0.0035,-0.06,UNLEARNING-HARMFUL,,,,,,,,,,
cell_eps8_a1_del25pct_s20260902_e9c142ca,20260902,7.999016632296954,1.0,0.25,INVALID,partitions\generated\deletion_7f8a74713cc7b768.csv,0.09799999743700027,0.10649999976158142,0.09049999713897705,0.10999999940395355,0.14,0.12,0.09999999999999998,0.0085,0.02,UNLEARNING-BENEFICIAL,,,,,,,,,,
cell_eps8_a1_del25pct_s20260903_954480f2,20260903,7.999016632296954,1.0,0.25,INVALID,partitions\generated\deletion_d6c2df1df156ecd9.csv,0.10350000113248825,0.11649999767541885,0.11400000005960464,0.11400000005960464,0.12000000000000005,0.040000000000000036,0.12,0.013,-0.08,UNLEARNING-HARMFUL,,,,,,,,,,
cell_epsinf_a0.1_del100pct_s20260901_2b00c31c,20260901,inf,0.1,1.0,WARNING,partitions\generated\deletion_7da128d9f9d59d50.csv,0.26750001311302185,0.24699999392032623,0.24799999594688416,0.2639999985694885,0.1166666666666667,0.08333333333333334,0.06666666666666668,-0.0205,0.03333,UNLEARNING-BENEFICIAL,0.22450000047683716,0.05833333333333335,-0.043,0.04167,0.22200000286102295,0.09166666666666667,-0.0455,0.025,91073216,6.387
cell_epsinf_a0.1_del100pct_s20260902_a224e0c8,20260902,inf,0.1,1.0,INVALID,partitions\generated\deletion_7da128d9f9d59d50.csv,0.22599999606609344,0.24400000274181366,0.21250000596046448,0.22699999809265137,0.12121212121212122,0.06666666666666668,0.042424242424242364,0.018,0.05455,UNLEARNING-BENEFICIAL,0.15399999916553497,0.048484848484848464,-0.072,0.06061,0.22349999845027924,0.04242424242424242,-0.0025,0.05455,94222024,6.341
cell_epsinf_a0.1_del100pct_s20260903_8b333bfc,20260903,inf,0.1,1.0,WARNING,partitions\generated\deletion_7da128d9f9d59d50.csv,0.2630000114440918,0.31850001215934753,0.28850001096725464,0.31200000643730164,0.14960629921259844,0.16535433070866146,0.12598425196850394,0.0555,-0.01575,UNLEARNING-BENEFICIAL,0.23600000143051147,0.07086614173228348,-0.027,0.0,0.2554999887943268,0.11023622047244094,-0.0075,0.03937,92526512,6.38
