epsilon_target,epsilon_actual,sigma,seed,dp_accuracy,dp_nll,dp_ece,retrain_accuracy,retrain_nll,retrain_ece,accuracy_diff,validity_status,regime,runtime_s
32.0,31.997606487426562,0.9926,20260901,0.41750001907348633,1.6493940353393555,0.09444009995966332,0.40550002455711365,1.6709601879119873,0.08432832697268422,0.01199999451637268,VALID,HEALTHY,133.43
16.0,16.000504090173656,1.6061,20260901,0.3460000157356262,1.8590463399887085,0.1085454851430454,0.35200002789497375,1.8175139427185059,0.07529419069964405,-0.006000012159347534,WARNING,MARGINAL,127.71
8.0,7.999977138920317,2.6373,20260901,0.2880000174045563,2.0436742305755615,0.0774941376379781,0.28450000286102295,2.00655460357666,0.05656701992194162,0.003500014543533325,WARNING,MARGINAL,131.4
4.0,4.000119987429017,4.6333,20260901,0.2095000147819519,2.2276508808135986,0.08772536900543938,0.140500009059906,2.2344305515289307,0.08559728104513599,0.0690000057220459,INVALID,COLLAPSE,136.86
